product_name_clean,date,price,main_category,sub_category,discount
معمول تمر حاج عرفة - 50 جرام,2026-05-11,50.0,Supermarket,"Biscuits, Crackers & Cakes",0.0
بيسكاتو بسكويت كرنفال - 45جم,2026-05-11,10.0,Supermarket,"Biscuits, Crackers & Cakes",0.0
لاجو ميني بارتي ويفر بكريمة البندق - 125 جم,2026-05-11,,Supermarket,"Biscuits, Crackers & Cakes",0.0
شيكولاتة كادبوري ديري ميلك - 59جم - عبوة من 12,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة كيندر بوينو مع الحليب والبندق - 43 جرام,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
ويفر كتاكيتو بالشوكولاته من الشمعدان,2026-05-11,20.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة كادبوري ديري ميلك بابلي - 13.5 جرام,2026-05-11,13.5,Supermarket,Chocolate & Confectionery,0.0
تشكلتس لبان نعناع - 10 قطع,2026-05-11,10.0,Supermarket,Chocolate & Confectionery,0.0
لبان ترايدنت بالبطيخ - 13.5 جرام,2026-05-11,13.5,Supermarket,Chocolate & Confectionery,0.0
لبان كلورتس بالنعناع - 16.8 جرام,2026-05-11,16.8,Supermarket,Chocolate & Confectionery,0.0
بار الشوكولاتة مورو - 40 جرام,2026-05-11,40.0,Supermarket,Chocolate & Confectionery,0.0
ماندولين بسكويت بالشوكولاتة - 40 جم,2026-05-11,8.0,Supermarket,Chocolate & Confectionery,0.0
كورونا شوكولاتة داكنة بنسبة 72% كاكاو - قطعة واحدة,2026-05-11,72.0,Supermarket,Chocolate & Confectionery,0.0
لبان كلورتس - 16.8 جرام,2026-05-11,16.8,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة كادبوري بالبندق - 50جم - عبوة من 12,2026-05-11,18.0,Supermarket,Chocolate & Confectionery,0.0
لبان ترايدنت بالنعناع - 13.5 جرام,2026-05-11,13.5,Supermarket,Chocolate & Confectionery,0.0
كادبوري شوكولاتة بالبندق - 50 جم,2026-05-11,17.0,Supermarket,Chocolate & Confectionery,0.0
كادبوري ديري ميلك شوكولاتة - 50 جم,2026-05-11,17.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة كادبوري ديري ميلك بالبندق - 30 جرام - 5 قطع,2026-05-11,30.0,Supermarket,Chocolate & Confectionery,0.0
كيندر شوكولاتة بالحليب - 50 جم,2026-05-11,50.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة كادبوري ديري ميلك بالبندق - 160 جرام,2026-05-11,15.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة جالكسي فلوتس - 22.5 جم,2026-05-11,22.5,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة جالكسي فلوتس - 45 جم,2026-05-11,45.0,Supermarket,Chocolate & Confectionery,0.0
إلفان توفيكس حلوى محشية فواكه - 40 جرام,2026-05-11,13.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة كادبوري بابلي - 120 جرام,2026-05-11,120.0,Supermarket,Chocolate & Confectionery,0.0
لبان كلورتس ليمون بالنعناع - 16.8 جرام,2026-05-11,16.8,Supermarket,Chocolate & Confectionery,0.0
كادبوري بابلي شوكولاتة ميني - 156 جرام,2026-05-11,17.0,Supermarket,Chocolate & Confectionery,0.0
مالتيزرز شوكولاتة كريسبي - 37 جرام,2026-05-11,37.0,Supermarket,Chocolate & Confectionery,0.0
هولز كول حلوى بطعم المينثول - 22.4 جرام,2026-05-11,22.4,Supermarket,Chocolate & Confectionery,0.0
شيكلتس لبان بالفراولة - 10 قطع,2026-05-11,10.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة جالكسي جواهر - 650 جم,2026-05-11,650.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة إم أند إمز - 45 جم,2026-05-11,45.0,Supermarket,Chocolate & Confectionery,0.0
لبان ترايدنت بالتوت المشكل - 13.5 جرام,2026-05-11,13.5,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة جالكسي جواهر - 400 جم,2026-05-11,400.0,Supermarket,Chocolate & Confectionery,0.0
حلوى الشوكولاتة تشيكوهيند المحشوة بجوز الهند - 28 قطعة,2026-05-11,28.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة كادبوري ديري ميلك - 160 جرام,2026-05-11,15.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة جالكسي جواهر - 200 جم,2026-05-11,200.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة الحليب كورونا بالبندق وسكر الستيفيا,2026-05-11,51.0,Supermarket,Chocolate & Confectionery,0.0
لبان ترايدنت بنكهة الليمون والتوت - 7 قطع لبان,2026-05-11,7.0,Supermarket,Chocolate & Confectionery,0.0
تويكس رول بسكويت بالكراميل - 22.5 جرام,2026-05-11,22.5,Supermarket,Chocolate & Confectionery,0.0
كورونا شوكولاتة داكنة 55% استيفيا - 1 قطعة,2026-05-11,55.0,Supermarket,Chocolate & Confectionery,0.0
تيكا مصاصات بالفواكه - 10 جم,2026-05-11,10.0,Supermarket,Chocolate & Confectionery,0.0
كورونا شوكولاتة الحليب بالستيفيا,2026-05-11,55.0,Supermarket,Chocolate & Confectionery,0.0
كيندر شوكو بونس - 125 جم,2026-05-11,125.0,Supermarket,Chocolate & Confectionery,0.0
تيكا اكلير علبة حلوى الكراميل - 1 كجم,2026-05-11,335.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة كادبوري ديري ميلك بابلي - 24 جم,2026-05-11,24.0,Supermarket,Chocolate & Confectionery,0.0
عبوة مورو الاقتصاديه - 50 جرام - 5 قطع,2026-05-11,50.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة داكنة كورونا، 35 جم - 12 عبوة,2026-05-11,35.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة فريرو روشيه - 200 جرام - 16 قطعة,2026-05-11,200.0,Supermarket,Chocolate & Confectionery,0.0
تيكا مصاصة مع لبانة - 15 جم,2026-05-11,15.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة الحليب كادبوري ديري ميلك مينيز - 156 جرام,2026-05-11,19.0,Supermarket,Chocolate & Confectionery,0.0
هولز حلوى بالنعناع - 22.4 جرام - 20 قطعة,2026-05-11,22.4,Supermarket,Chocolate & Confectionery,0.0
هولز حلوى بطعم الكرز - 22.4 جرام,2026-05-11,22.4,Supermarket,Chocolate & Confectionery,0.0
بونبون توفي نيل بطعم الفواكة - 450 جرام,2026-05-11,450.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة كادبوري ديري ميلك سادة - 18.5 جرام,2026-05-11,18.5,Supermarket,Chocolate & Confectionery,0.0
هولز بالكريز - 22.4 جرام - 20 عبوة,2026-05-11,22.4,Supermarket,Chocolate & Confectionery,0.0
ترايدنت لبان بالبطيخ - 60 قطعة,2026-05-11,60.0,Supermarket,Chocolate & Confectionery,0.0
لبان ترايدنت بنكهة البطيخ والخوخ - 7 قطع لبان,2026-05-11,7.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة جالكسي جواهر - 900 جم,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة جالكسي فلوتس - 45جم - عبوة من 12,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة متنوعة مارس سيليبريشنز - 600 جرام,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة إم آند إمز بالفول السوداني - 45 جم,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
ترايدنت لبان بالنعناع - 60 قطعة,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
ام اند امز شوكولاتة كريسبي - 36 جرام,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
وندر شوكولاتة داكنة بالبرتقال - 70 جرام,2026-05-11,70.0,Supermarket,Chocolate & Confectionery,0.0
لبان إكسترا بالنعناع - 14جم,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة باونتي بجوز الهند - 50 جرام,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
حلوى ريلفانت دروبس بطعم النعناع المنعش - 8 قطع حلوى,2026-05-11,8.0,Supermarket,Chocolate & Confectionery,0.0
وندر شوكولاتة الحليب - 70 جرام,2026-05-11,70.0,Supermarket,Chocolate & Confectionery,0.0
ترايدنت لبان خالي من السكر بالفراولة - 5 قطع,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
لبان ترايدنت بالفراوله - 13.5 جرام,2026-05-11,13.5,Supermarket,Chocolate & Confectionery,0.0
حلوى ريلفانت دروبس بطعم الليمون - 8 قطع حلوى,2026-05-11,8.0,Supermarket,Chocolate & Confectionery,0.0
تشكلتس لبان بالنعناع - 10 قطع لبان - 20 علبة,2026-05-11,10.0,Supermarket,Chocolate & Confectionery,0.0
وندر شوكولاتة داكنة بالكراميل المملح - 70 جرام,2026-05-11,70.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة الحليب ريليفانت ديليشيز - 70 جرام,2026-05-11,70.0,Supermarket,Chocolate & Confectionery,0.0
مارشميلو ريليفانت أشكال قطط - 125 جم,2026-05-11,125.0,Supermarket,Chocolate & Confectionery,0.0
بيضة شوكولاتة ماكس تويز للبنات - 44 جرام,2026-05-11,44.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة فيريرو روشيه - 259 جم,2026-05-11,259.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة جالكسي بالحليب - 56 جم,2026-05-11,56.0,Supermarket,Chocolate & Confectionery,0.0
بار شوكولاتة مارس - 40 جرام,2026-05-11,40.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة جلاكسي ترافل - 36 جم,2026-05-11,36.0,Supermarket,Chocolate & Confectionery,0.0
سكيتلز بالفواكه الحمضية - 38 جم,2026-05-11,38.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة كادبوري ديري ميلك - 85 جم,2026-05-11,12.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة كادبوري فليك مغطاه بالشيكولاتة - 28 جم,2026-05-11,28.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة ريليفانت تويست بنكهات متنوعة - 300 جرام,2026-05-11,300.0,Supermarket,Chocolate & Confectionery,0.0
إكسترا لبان بالنعناع - 14 جم,2026-05-11,14.0,Supermarket,Chocolate & Confectionery,0.0
ليندت اكسيلانس شوكولاتة داكنة 78% - 100 جم,2026-05-11,78.0,Supermarket,Chocolate & Confectionery,0.0
جالكسي فلوتس شوكولاتة - 22.5 جم - 12 قطعة,2026-05-11,22.5,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة كيندر بوينو مع الحليب والبندق - 43 جرام - 30 قطعة,2026-05-11,43.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة الحليب باللوز ريليفانت ديليشيز - 70 جرام,2026-05-11,70.0,Supermarket,Chocolate & Confectionery,0.0
شيفلا فراولة مغطاة بالشوكولاتة البيضاء - 70 جرام,2026-05-11,70.0,Supermarket,Chocolate & Confectionery,0.0
فيريرو روشيه شوكولاتة مقرمشة - 3 قطع - 37 جم,2026-05-11,3.0,Supermarket,Chocolate & Confectionery,0.0
جالاكسي فلوتس أصابع ويفر بحشو الفانيليا - 22.5 جرام - 12 باكو,2026-05-11,22.5,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة كادبوري فليك - 28 جم - 12 قطعة,2026-05-11,28.0,Supermarket,Chocolate & Confectionery,0.0
ابو عوف صحاري ديلايتس تمر بالشكولاتة - 300 جرام,2026-05-11,300.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة كادبوري ديري ميلك بالبندق - 85 جم,2026-05-11,12.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة كادبوري بابلي سادة - 40 جم,2026-05-11,40.0,Supermarket,Chocolate & Confectionery,0.0
وندر شوكولاتة بلجيكية داكنة 70% بالبرتقال - 30 جرام,2026-05-11,70.0,Supermarket,Chocolate & Confectionery,0.0
كادبوري مينيتشرز شوكولاتة - 400 جرام,2026-05-11,12.0,Supermarket,Chocolate & Confectionery,0.0
شيويكس بسكويت مغطى بالشوكولاتة - 32 جرام,2026-05-11,32.0,Supermarket,Chocolate & Confectionery,0.0
سكيتلز حلوى بنكهة الفواكه - 38 جرام,2026-05-11,38.0,Supermarket,Chocolate & Confectionery,0.0
سكرانش شوكولاتة داكنة باللوز والتوت البري - 35 جرام,2026-05-11,35.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة جالكسي بالحليب - 30جم,2026-05-11,34.0,Supermarket,Chocolate & Confectionery,0.0
12*كادبوري مارفلوس شيكولاتة 38ج,2026-05-11,12.0,Supermarket,Chocolate & Confectionery,0.0
فن كيس بونبون بنكهة الليمون والنعناع - 80 جرام,2026-05-11,80.0,Supermarket,Chocolate & Confectionery,0.0
سكرانش بار لوز وزبيب وسوداني - 20 جرام,2026-05-11,20.0,Supermarket,Chocolate & Confectionery,0.0
ليندت اكسيلانس شوكولاتة داكنة 85% - 100 جم,2026-05-11,85.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة ميلكا بالبندق - 85 جرام,2026-05-11,85.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة سكرانش بلجيكية داكنة 70% - 110 جم,2026-05-11,70.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة سنيكرز ميني بالفول السوداني - 227 جم,2026-05-11,19.0,Supermarket,Chocolate & Confectionery,0.0
شوكلاتة جالكسي فيوجن بالدارك شوكلت 70% كوكا - 35 جم,2026-05-11,70.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة جالكسي بالبندق - 36 جم,2026-05-11,36.0,Supermarket,Chocolate & Confectionery,0.0
بينسون جيلي علي شكل ورمس - 65 جم,2026-05-11,65.0,Supermarket,Chocolate & Confectionery,0.0
ويفر ماندولين كينج سايز بالكراميل والشوكولاتة - 50 جم,2026-05-11,20.0,Supermarket,Chocolate & Confectionery,0.0
وندر شوكولاتة حليب سادة - 30 جم,2026-05-11,30.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة غامقة ليندت إكسيلنس ألتيميت - 50جم,2026-05-11,379.0,Supermarket,Chocolate & Confectionery,0.0
حلوى بانك ستيك بنكهة التفاح - 40 جرام,2026-05-11,40.0,Supermarket,Chocolate & Confectionery,0.0
جيلي يوبي ايس كولا - 40 جم,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة كورونا داكنة - 60 جرام - 6 قطع,2026-05-11,60.0,Supermarket,Chocolate & Confectionery,0.0
يوبي حلوى جامي على شكل برجر - 28 جم,2026-05-11,28.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة مالتيزيرز كريسبي - 37جم - عبوة من 25,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة متنوعة مارس سيليبريشنز - 385 جرام,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
ليندت اكسيلانس شوكولاتة داكنة بالبرتقال - 100 جم,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
حلوى بانك ستيك بنكهة الكولا - 40 جرام,2026-05-11,40.0,Supermarket,Chocolate & Confectionery,0.0
زيد تورنيدو مصاصة بنكهة التوت - قطعة واحدة,2026-05-11,24.0,Supermarket,Chocolate & Confectionery,0.0
كورونا شوكولاتة دارك 72% - 6 قطع,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
كادبوري ديري ميلك علبة شوكولاتة مينيتشرز - 200 جرام,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
حلوى يوبي جامي هابي بيرز - 40 جم,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
سكرانش بار كاجو ولوز ببذور القرع - 20 جرام,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
وندر شوكولاتة داكنة 70٪ كاكاو - 70 جرام,2026-05-11,70.0,Supermarket,Chocolate & Confectionery,0.0
سنيكرز شوكولاتة بزبدة الفول السوداني,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة كورونا بالزبدة - 27 جم,2026-05-11,27.0,Supermarket,Chocolate & Confectionery,0.0
سكرانش شوكولاتة بلجيكية باللوز - 35 جرام,2026-05-11,35.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة سنيكرز محشوة بالفول السوداني - 40 جرام,2026-05-11,40.0,Supermarket,Chocolate & Confectionery,0.0
ليندت اكسيلانس شوكولاتة داكنة 70% - 100 جم,2026-05-11,70.0,Supermarket,Chocolate & Confectionery,0.0
فريرو روشيه شوكولاتة - 15 قطعة,2026-05-11,15.0,Supermarket,Chocolate & Confectionery,0.0
ليندت اكسيلنس شوكولاتة دارك 85% كاكاو - 35 جرام,2026-05-11,85.0,Supermarket,Chocolate & Confectionery,0.0
وندر شوكولاتة داكنة بالبندق 70% كاكاو - 30 جرام,2026-05-11,70.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة جالكسي - 36 جم - 5 قطع,2026-05-11,12.0,Supermarket,Chocolate & Confectionery,0.0
كادبوري شوكولاتة بالبندق - 30 جرام,2026-05-11,30.0,Supermarket,Chocolate & Confectionery,0.0
حلوى كيس بنكهة النعناع والعنب - 125 جرام,2026-05-11,125.0,Supermarket,Chocolate & Confectionery,0.0
كيندر شوكولاتة بالحليب، 100 جم - 10 عبوات,2026-05-11,100.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة ميلكا ألباين بالحليب - 98 جم,2026-05-11,98.0,Supermarket,Chocolate & Confectionery,0.0
سكرانش شيكولاتة بلجيكية بنكهة النعناع - 35 جم,2026-05-11,35.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة أيون بالبندق - 100جم,2026-05-11,142.0,Supermarket,Chocolate & Confectionery,0.0
زيد تورنيدو مصاصة مملوءة بالحلوى السائلة - قطعة واحدة,2026-05-11,24.0,Supermarket,Chocolate & Confectionery,0.0
تشكلتس لبان بالفراولة - 10 قطع في 20,2026-05-11,10.0,Supermarket,Chocolate & Confectionery,0.0
حلوى كيس بنكهة النعناع والتفاح والخوخ - 125 جرام,2026-05-11,125.0,Supermarket,Chocolate & Confectionery,0.0
مكفنتيز دايجستف نيبلز كرات بسكويت مغطاة بشوكولاتة الحليب - 37 جرام,2026-05-11,37.0,Supermarket,Chocolate & Confectionery,0.0
كورونا شوكولاتة باللبن - 35 جرام,2026-05-11,35.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة باونتي بجوز الهند - 50 جرام - 24 قطعه,2026-05-11,50.0,Supermarket,Chocolate & Confectionery,0.0
ميلكا بابلي شوكولاتة بالحليب - 90 جرام,2026-05-11,90.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة الحليب كورونا، 35 جم - 12 عبوة,2026-05-11,35.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة أيون ميلك باللوز - 100 جم,2026-05-11,100.0,Supermarket,Chocolate & Confectionery,0.0
فيريرو روشيه رافايلو شوكولاتة جوز الهند - 150 جرام,2026-05-11,150.0,Supermarket,Chocolate & Confectionery,0.0
كادبوري بابلي شوكولاتة - 87 جم,2026-05-11,12.0,Supermarket,Chocolate & Confectionery,0.0
حلوي سكيتلز بالفواكه - 38 جم,2026-05-11,38.0,Supermarket,Chocolate & Confectionery,0.0
حلوى ويرذرز أوريجينال الكريمية - 150 جرام,2026-05-11,150.0,Supermarket,Chocolate & Confectionery,0.0
باو باترول اورجينال مارشيملو - 30 جرام,2026-05-11,30.0,Supermarket,Chocolate & Confectionery,0.0
فيدال ميكس حلوى بنكهة العرقسوس - 100 جرام,2026-05-11,100.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة غامقة ليندت إكسيلنس بالنعناع - 100جم,2026-05-11,339.0,Supermarket,Chocolate & Confectionery,0.0
هاريبو فيز جيلي ميكس - 70 جم,2026-05-11,70.0,Supermarket,Chocolate & Confectionery,0.0
فيدال لبان بنكهة البطيخ - 10 قطع,2026-05-11,10.0,Supermarket,Chocolate & Confectionery,0.0
كادبوري ديري ميلك شوكولاتة سادة - 30 جرام,2026-05-11,30.0,Supermarket,Chocolate & Confectionery,0.0
جيلي فيدال بنكهة البطيخ - 100 جرام,2026-05-11,100.0,Supermarket,Chocolate & Confectionery,0.0
حلوى تيك تاك بطعم البرتقال - 10.2 جم,2026-05-11,10.2,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة جالكسي بالكراميل - 40 جم,2026-05-11,40.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة بالزبدة كورونا، 27 جم - 12 عبوة,2026-05-11,27.0,Supermarket,Chocolate & Confectionery,0.0
لبان بالنعناع من أكسترا - 14 جرام - 30 قطعة,2026-05-11,14.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة كادبوري ديري ميلك مارفيليوس كريشينز - 90 جرام,2026-05-11,12.0,Supermarket,Chocolate & Confectionery,0.0
حلوى ايبون المحشوة بكريمة الحليب بطعم الفاكهة - 105 جرام,2026-05-11,23.0,Supermarket,Chocolate & Confectionery,0.0
كيندر بوينو شوكولاتة بيضاء - 39 جم,2026-05-11,39.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة بالحليب أيون - 100 جرام,2026-05-11,100.0,Supermarket,Chocolate & Confectionery,0.0
حلوى ريلفانت دروبس بطعم التوت - 8 قطع حلوى,2026-05-11,8.0,Supermarket,Chocolate & Confectionery,0.0
كورونا شوكولاتة بالحليب والكراميل المملح,2026-05-11,55.0,Supermarket,Chocolate & Confectionery,0.0
كوكو لافرز بار شوكوالاتة كريسبي,2026-05-11,18.0,Supermarket,Chocolate & Confectionery,0.0
ويفر شيويكس بحشو كريمة البندق - 2 ستيكس - 12 جرام,2026-05-11,2.0,Supermarket,Chocolate & Confectionery,0.0
ميني مارشميلو ريليفانت تايجر - 40 جم,2026-05-11,40.0,Supermarket,Chocolate & Confectionery,0.0
ليندت سويس شوكولاتة داكنة - 100جم,2026-05-11,336.0,Supermarket,Chocolate & Confectionery,0.0
حلوى يك تاك بطعم ميكس فراولة - 10.2 جرام,2026-05-11,10.2,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة كيندر كنترى مع الحبوب - 23.5 جرام - 9 قطع,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
سكيتلز بالفواكه الحمضية، 38 جم - 14 عبوة,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
بار شيكولاتة لواكر وايت كريم - 55جم,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة بيضاء أيون بريك بالفواكه و المكسرات - 85 جم,2026-05-11,85.0,Supermarket,Chocolate & Confectionery,0.0
كرات بسكويت ماكفيتيز نيبلز بالشوكولاتة البيضاء - 37 جرام,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة لايت كورونا، 35 جم - 12 عبوة,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
بار مغطى بشوكولاتة ات ايز بوم مع جوز الهند كرافت - 40 جرام,2026-05-11,40.0,Supermarket,Chocolate & Confectionery,0.0
لبان إكسترا بالنعناع الأخضر - 14جم - عبوة من 30,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
كيس شوكولاتة باونتي ميني - 225 جرام - 7 قطع,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
كادبري ديري ميلك شوكولاتة بالفواكه والمكسرات - 30 جرام - 12 بار,2026-05-11,,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة أيون بريك بالزبيب و اللوز و البندق - 85 جم,2026-05-11,85.0,Supermarket,Chocolate & Confectionery,0.0
علبة حلوى ميمكس جوى - 365 جرام,2026-05-11,365.0,Supermarket,Chocolate & Confectionery,0.0
حلوي سكيتلز - 160جم,2026-05-11,134.0,Supermarket,Chocolate & Confectionery,0.0
جيلي الفواكه توي بوكس - 40 جرام,2026-05-11,61.0,Supermarket,Chocolate & Confectionery,0.0
سكيتلز حلوى الفواكه الاستوائية - 38 جرام,2026-05-11,38.0,Supermarket,Chocolate & Confectionery,0.0
جلاكسي شوكولاتةبالفواكه والمكسرات - 36 جرام,2026-05-11,36.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة كريسبي كورونا، 35 جم - 12 عبوة,2026-05-11,35.0,Supermarket,Chocolate & Confectionery,0.0
مينتوس لبان بيور خالي من السكر بالنعناع - 28 قطعة,2026-05-11,28.0,Supermarket,Chocolate & Confectionery,0.0
كوكو لافرز بار شوكوالاتة كريسبي بالفول السوداني والكراميل,2026-05-11,18.0,Supermarket,Chocolate & Confectionery,0.0
25*تويكس شيكولاتة بالبسكويت50ج,2026-05-11,25.0,Supermarket,Chocolate & Confectionery,0.0
كوكو لافرز بسكويت كريسبي بالكاكاو والكراميل - 12 قطعة,2026-05-11,12.0,Supermarket,Chocolate & Confectionery,0.0
كوكو لافرز بسكويت كريسبي بالفواكه والمكسرات - 38 جرام,2026-05-11,38.0,Supermarket,Chocolate & Confectionery,0.0
مورو بار شوكولاتة ماكس - 50 جم,2026-05-11,50.0,Supermarket,Chocolate & Confectionery,0.0
لول جيلي كولا - 70 جرام,2026-05-11,70.0,Supermarket,Chocolate & Confectionery,0.0
ايون شوكولاتة بالحليب واللوز - 200 جم,2026-05-11,200.0,Supermarket,Chocolate & Confectionery,0.0
حلوي سكيتلز بالفواكه - 152 جم,2026-05-11,152.0,Supermarket,Chocolate & Confectionery,0.0
لبان ريجلز اكسترا بالفواكه والنعناع - 14 جم - 30 عبوة,2026-05-11,14.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة كورونا داكنة - 60 جرام,2026-05-11,60.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة غامقة كورونا - 31 جم,2026-05-11,31.0,Supermarket,Chocolate & Confectionery,0.0
كوكو لافرز بسكويت كريسبي بالفواكه والمكسرات - 12 باكيت,2026-05-11,12.0,Supermarket,Chocolate & Confectionery,0.0
حلوى ايبون المحشوة بكريمة الحليب بطعم الفاكهة - 50 جرام,2026-05-11,8.0,Supermarket,Chocolate & Confectionery,0.0
ليندت سويس شوكولاتة حليب كلاسيك بالبندق - 100جم,2026-05-11,336.0,Supermarket,Chocolate & Confectionery,0.0
كرات بسكويت ماكفيتيز نيبلز بالشوكولاتة البيضاء - 37 جرام - 12 قطعة,2026-05-11,37.0,Supermarket,Chocolate & Confectionery,0.0
كوكو لافرز كرسبي بار - 12 باكو,2026-05-11,12.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة الحليب بالبندق شوجتين - 100 جم,2026-05-11,100.0,Supermarket,Chocolate & Confectionery,0.0
كيندر جوي شوكولاتة للبنين - 20 جم,2026-05-11,20.0,Supermarket,Chocolate & Confectionery,0.0
جلاكسي جولز شوكولاتة - 400 جرام,2026-05-11,400.0,Supermarket,Chocolate & Confectionery,0.0
سكيتلز حلوى الفواكه الاستوائية - 174 جرام,2026-05-11,174.0,Supermarket,Chocolate & Confectionery,0.0
ليندت سويس شوكولاتة حليب كلاسيك - 100جم,2026-05-11,336.0,Supermarket,Chocolate & Confectionery,0.0
توفي توفيكس بالفواكه - 650 جرام,2026-05-11,7.0,Supermarket,Chocolate & Confectionery,0.0
رافايلو شوكولاتة بجوز هند - 30 جم,2026-05-11,30.0,Supermarket,Chocolate & Confectionery,0.0
شوكولاتة جالكسي بالحليب - 36جم - عبوة من 12,2026-05-11,12.0,Supermarket,Chocolate & Confectionery,0.0
كورونا شيكولاتة كريسبي حجم كبير - 46 جرام,2026-05-11,46.0,Supermarket,Chocolate & Confectionery,0.0
شيكولاتة أيون بريك بالحليب - 85 جرام,2026-05-11,85.0,Supermarket,Chocolate & Confectionery,0.0
جالاكسي فلوتس اصابع ويفر بحشو الفانيليا - 22.5 جرام,2026-05-11,22.5,Supermarket,Chocolate & Confectionery,0.0
