product_name_clean,date,price,main_category,sub_category,discount
بيك رولز حجم عائلى بنكهة الجبنة الناتشو - 65 جرام,2026-05-11,65.0,Supermarket,"Chips, Dips & Snacks",0.0
ناتشورز واندرز بروتين بافس بطعم الطماطم والريحان - 60 جم,2026-05-11,60.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس كادووه بالخل والملح - 20-30 جم,2026-05-11,20.0,Supermarket,"Chips, Dips & Snacks",0.0
بريتزو أوريجينال بالطماطم - 70 جم,2026-05-11,70.0,Supermarket,"Chips, Dips & Snacks",0.0
تايجر اكسلانس رقائق بطاطس بالفلفل الحلو - 58 جرام,2026-05-11,58.0,Supermarket,"Chips, Dips & Snacks",0.0
لايون رقائق بطاطس بالفراخ - 51 جرام,2026-05-11,51.0,Supermarket,"Chips, Dips & Snacks",0.0
بافس سناكسي المقرمشة بطعم التاكو الحلو - 70 جم,2026-05-11,70.0,Supermarket,"Chips, Dips & Snacks",0.0
مقرمشات بريك صن شيبس اليوناني - 60 جرام,2026-05-11,60.0,Supermarket,"Chips, Dips & Snacks",0.0
سبدز بطاطس شيبس بطعم المشويات الشرقية - 45 جرام,2026-05-11,45.0,Supermarket,"Chips, Dips & Snacks",0.0
فان داي فشار بالكراميل - 60 جم,2026-05-11,60.0,Supermarket,"Chips, Dips & Snacks",0.0
سبادز بطاطس شيبسي - بطعم الجبنه - 94 جرام,2026-05-11,94.0,Supermarket,"Chips, Dips & Snacks",0.0
ناتشورز واندرز بروتين بافس بطعم الجبنة والتوابل - 60 جم,2026-05-11,60.0,Supermarket,"Chips, Dips & Snacks",0.0
أبو عوف سناكس عدس بطعم المستردة بالعسل - 60 جرام,2026-05-11,60.0,Supermarket,"Chips, Dips & Snacks",0.0
لايون رقائق بطاطس بالكاتشب - 51 جرام,2026-05-11,51.0,Supermarket,"Chips, Dips & Snacks",0.0
لايون رقائق بطاطس بالجبنة المتبلة - 51 جرام,2026-05-11,51.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس كادووه بالكاتشب - 90-100 جم,2026-05-11,90.0,Supermarket,"Chips, Dips & Snacks",0.0
بيك رولز وجبات خفيفة من القمح بنكهة الزيتون - 65 جرام,2026-05-11,65.0,Supermarket,"Chips, Dips & Snacks",0.0
بيك رولز سناكس قمح - طعم شطة وليمون - 65 جرام,2026-05-11,65.0,Supermarket,"Chips, Dips & Snacks",0.0
أبو عوف سناكس بروتين بالباربيكيو المدخن - 60 جرام,2026-05-11,60.0,Supermarket,"Chips, Dips & Snacks",0.0
بافس سناكسي المقرمشة بطعم الكاتشب - 70 جم,2026-05-11,70.0,Supermarket,"Chips, Dips & Snacks",0.0
ناتشرز وندرز بريتزلز بالكاتشاب - 200 جم,2026-05-11,200.0,Supermarket,"Chips, Dips & Snacks",0.0
بريك مقرمشات بنكهة الفلفل الحار - 60 جرام,2026-05-11,60.0,Supermarket,"Chips, Dips & Snacks",0.0
أبو عوف بريتزل باربيكيو - 55 جرام,2026-05-11,55.0,Supermarket,"Chips, Dips & Snacks",0.0
تايجر اكسلانس رقائق بطاطس بملح البحر والخل - 58 جرام,2026-05-11,58.0,Supermarket,"Chips, Dips & Snacks",0.0
بريتزل نيتشرز وندرز بنكهة الزعتر - 200 جرام,2026-05-11,200.0,Supermarket,"Chips, Dips & Snacks",0.0
ناتشورز واندرز بروتين بافس بطعم البصل والكريمة المتبلة - 60 جم,2026-05-11,60.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق البطاطس رو بالكريمة الحمضية و الأعشاب - 40 جرام,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق البطاطس رو بجبنة الشيدروالبصل الأخضر - 40 جرام,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
مقرمشات بريتزو ميكسي بنكهة جبنة الناتشو - 70-80 جم,2026-05-11,70.0,Supermarket,"Chips, Dips & Snacks",0.0
شيبسى بطاطس بطعم الشطة والليمون - 26 جم,2026-05-11,26.0,Supermarket,"Chips, Dips & Snacks",0.0
فن داي ملح الفشار - 75 جرام,2026-05-11,75.0,Supermarket,"Chips, Dips & Snacks",0.0
كراكس بطاطس مقلية بطعم السريراتشا - 105-115 جرام,2026-05-11,,Supermarket,"Chips, Dips & Snacks",0.0
كراش مونستر بالجبنة - 70 جرام,2026-05-11,,Supermarket,"Chips, Dips & Snacks",0.0
بريتزو ميني ستيكس بالطماطم - 70 جم,2026-05-11,70.0,Supermarket,"Chips, Dips & Snacks",0.0
أبو عوف سناكس بروتين بالطماطم والريحان - 60 جرام,2026-05-11,60.0,Supermarket,"Chips, Dips & Snacks",0.0
شيتوس كرانشي بطعم الجبنة المقرمشة - 50 جرام,2026-05-11,50.0,Supermarket,"Chips, Dips & Snacks",0.0
أبو عوف بريتزلز بالملح - 55 جرام,2026-05-11,,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس بيج شيبس بالصلصة الحلوة - 53 جرام,2026-05-11,53.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس إيجل بالخل والملح - 150-160 جرام,2026-05-11,150.0,Supermarket,"Chips, Dips & Snacks",0.0
بريتزلز ناتشرز وندرز بطعم الخل والملح - 200 جرام,2026-05-11,200.0,Supermarket,"Chips, Dips & Snacks",0.0
اونا سناكس بروتين بالبارميزان - 50 جم,2026-05-11,50.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس كادووه بالجبنة المتبلة - 50-60 جم,2026-05-11,50.0,Supermarket,"Chips, Dips & Snacks",0.0
ناتشورز وندريز بريتزل,2026-05-11,42.0,Supermarket,"Chips, Dips & Snacks",0.0
فشار برايت ستار بالكراميل و الشوكولاتة - 100 جم,2026-05-11,100.0,Supermarket,"Chips, Dips & Snacks",0.0
شيبسي رقائق بطاطس بالكباب - 130 جرام,2026-05-11,130.0,Supermarket,"Chips, Dips & Snacks",0.0
حاج عرفة بروتين رينجز سناكس بطعم الفلفل الحلو - 60 جرام,2026-05-11,60.0,Supermarket,"Chips, Dips & Snacks",0.0
بالانس بروتين شوتس سويت هيت - 70 جرام,2026-05-11,70.0,Supermarket,"Chips, Dips & Snacks",0.0
حاج عرفة بروتين رينجز سناكس بطعم الجبنة - 60 جرام,2026-05-11,60.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس شيبسي بالشطة والليمون - 108-118 جرام,2026-05-11,108.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس رو كرينكلز بطعم الزبدة والفلفل الأسود - 70 جم,2026-05-11,70.0,Supermarket,"Chips, Dips & Snacks",0.0
بافس سناكسي المقرمشة بطعم الشطة والليمون - 70 جم,2026-05-11,70.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق البطاطس لايون زجز بطعم الجبنة المتبلة - 53 جرام,2026-05-11,53.0,Supermarket,"Chips, Dips & Snacks",0.0
فان داي فشار بالفواكه المتنوعة - 60 جم,2026-05-11,60.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس رو كرينكلز بطعم الاعشاب والبيستو - 70 جم,2026-05-11,70.0,Supermarket,"Chips, Dips & Snacks",0.0
بيك رولز وجبات خفيفة من القمح بنكهة الكاتشب - 45 جرام,2026-05-11,45.0,Supermarket,"Chips, Dips & Snacks",0.0
رو رقائق بطاطس مقلية بطعم الهالبينو - 90 جم,2026-05-11,90.0,Supermarket,"Chips, Dips & Snacks",0.0
أبو عوف كرى كرى سوداني بطعم الجبنة - 45 جم,2026-05-11,45.0,Supermarket,"Chips, Dips & Snacks",0.0
سبادز كرافت كوكد بطاطس شيبسي - نكهة برايم ريبز - 72 جرام,2026-05-11,72.0,Supermarket,"Chips, Dips & Snacks",0.0
أبو عوف فشار بالكراميل والقرفة - 100 جم,2026-05-11,100.0,Supermarket,"Chips, Dips & Snacks",0.0
أبو عوف بريتزلز بطعم الجبنة - 250 جرام,2026-05-11,250.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس كادووه بالشطة والليمون - 20-30 جم,2026-05-11,20.0,Supermarket,"Chips, Dips & Snacks",0.0
سبدز بطاطس شيبس بالشطة اسيوية - 45 جرام,2026-05-11,45.0,Supermarket,"Chips, Dips & Snacks",0.0
رو رقائق بطاطس مقلية بطعم الفلفل الحلو - 90 جم,2026-05-11,90.0,Supermarket,"Chips, Dips & Snacks",0.0
بافس أبو عوف بالشطة والليمون - 40 جرام,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
أبو عوف بريتزلز بطعم الباربيكيو - 250 جرام,2026-05-11,250.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس شيبسي بالخل والملح - 65 جرام,2026-05-11,65.0,Supermarket,"Chips, Dips & Snacks",0.0
حاج عرفة بروتين رينجز سناكس بطعم الكريمة الحامضة - 60 جرام,2026-05-11,60.0,Supermarket,"Chips, Dips & Snacks",0.0
بالانس بروتين شوتس بطعم الذرة الحلوة - 70 جرام,2026-05-11,70.0,Supermarket,"Chips, Dips & Snacks",0.0
سبادز كرافت كوكد بطاطس شيبسي - نكهة سريراتشا الحارة - 72 جرام,2026-05-11,72.0,Supermarket,"Chips, Dips & Snacks",0.0
أبو عوف بريتزلز بطعم الكاتشب - 250 جرام,2026-05-11,250.0,Supermarket,"Chips, Dips & Snacks",0.0
فشار ميكرويف مايسون بالزبدة - 80 جرام - 3 قطع,2026-05-11,80.0,Supermarket,"Chips, Dips & Snacks",0.0
مقرمشات بريتزو ميكسي بنكهة الفلفل الحلو - 135-125 جم,2026-05-11,135.0,Supermarket,"Chips, Dips & Snacks",0.0
بروتين بافس فانداي بطعم الكباب المشوي - 40 جرام,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق البطاطس رو بالهالبينو - 40 جرام,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
مقرمشات بريتزو ميكسي بنكهة الملح - 135-125 جم,2026-05-11,135.0,Supermarket,"Chips, Dips & Snacks",0.0
فريماز سناكس بالكريمة والشبت - 30 جم,2026-05-11,30.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق تورتيلا دوريتوس بنكهة الليمون الحار - 70 جرام,2026-05-11,70.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق البطاطس رو بلفلفل الحلو - 40 جرام,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
شيبسي رقائق بطاطس بالكباب - 105 جرام,2026-05-11,105.0,Supermarket,"Chips, Dips & Snacks",0.0
شيبسي عائلي بالطماطم - 47 جم,2026-05-11,47.0,Supermarket,"Chips, Dips & Snacks",0.0
حلقات شيكا بالفلفل الحلو - 57-67 جرام,2026-05-11,57.0,Supermarket,"Chips, Dips & Snacks",0.0
سناكس جاكوار برايم بطعم الشطة الحلوة - 100 جرام,2026-05-11,100.0,Supermarket,"Chips, Dips & Snacks",0.0
سناكس بريك فريش بالفلفل - 30 جرام,2026-05-11,30.0,Supermarket,"Chips, Dips & Snacks",0.0
بريتزل بالكاتشب من لايف جرين - 125 جم,2026-05-11,125.0,Supermarket,"Chips, Dips & Snacks",0.0
بروتين بافس فانداي بطعم الذرة الحلوة - 40 جرام,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
سناكس تشيكا كرانشي بطعم الكاتشب - 73 جم,2026-05-11,73.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق البطاطس رو بملح البحرو الخل - 40 جرام,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس رو مطبوخة بطعم الوايت ترافيل - 75 جم,2026-05-11,75.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق البطاطس لايون زجز بطعم الفلفل الحار والليمون - 53 جرام,2026-05-11,53.0,Supermarket,"Chips, Dips & Snacks",0.0
رو رقائق بطاطس مقلية بطعم الفلفل الحلو - 55 جم,2026-05-11,,Supermarket,"Chips, Dips & Snacks",0.0
بريتزو أوريجينال بالجبنة - 70 جم,2026-05-11,70.0,Supermarket,"Chips, Dips & Snacks",0.0
بريتزو أوريجينال بالملح - 70 جم,2026-05-11,70.0,Supermarket,"Chips, Dips & Snacks",0.0
فشار ميكروويف ميزون مملح - 8 جرام - 3 قطع,2026-05-11,8.0,Supermarket,"Chips, Dips & Snacks",0.0
أبو عوف بريتزل بالخل والملح - 55 جرام,2026-05-11,,Supermarket,"Chips, Dips & Snacks",0.0
بيك رولز وجبات خفيفة من القمح بنكهة الجبن - 45 جرام,2026-05-11,,Supermarket,"Chips, Dips & Snacks",0.0
أبو عوف بريتزلز بالكاتشاب - 55 جم,2026-05-11,,Supermarket,"Chips, Dips & Snacks",0.0
فن داي فشار بيتزا - 75 جرام,2026-05-11,75.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس كادووه بالشطة والليمون - 50-60 جم,2026-05-11,50.0,Supermarket,"Chips, Dips & Snacks",0.0
أبو عوف بريتزلز بملح البحر - 30 جم,2026-05-11,30.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس كادووه بالخل والملح - 50-60 جم,2026-05-11,50.0,Supermarket,"Chips, Dips & Snacks",0.0
بونز سناك بريميوم بنكهة الخل - 40 جم,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس كادووه بالكاتشب - 20-30 جم,2026-05-11,20.0,Supermarket,"Chips, Dips & Snacks",0.0
سبادز بطاطس شيبسي - طعم الليمون - 94 جرام,2026-05-11,94.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس رو مطبوخة بطعم الليمون الحار - 75 جم,2026-05-11,75.0,Supermarket,"Chips, Dips & Snacks",0.0
بيك رولز حجم عائلى بنكهة البيتزا - 65 جرام,2026-05-11,65.0,Supermarket,"Chips, Dips & Snacks",0.0
جاكوار ووندر بوبس فشار بطعم الجبنة البارميزان - 45 جرام,2026-05-11,45.0,Supermarket,"Chips, Dips & Snacks",0.0
سبدز بطاطس شيبس بطعم المشويات الشرقية - 94 جرام,2026-05-11,94.0,Supermarket,"Chips, Dips & Snacks",0.0
كراش مونستر كرات الفلفل الحلو - 70 جم,2026-05-11,70.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس رو مطبوخة بطعم الباربكيو الحلو - 75 جم,2026-05-11,75.0,Supermarket,"Chips, Dips & Snacks",0.0
بريتزل باربيكيو من لايف جرين - 125 جم,2026-05-11,125.0,Supermarket,"Chips, Dips & Snacks",0.0
ناتشرز وندرز بريتزل بالجبن,2026-05-11,42.0,Supermarket,"Chips, Dips & Snacks",0.0
سبادز كرافت كوكد بطاطس شيبسي - نكهة صوص الليمون - 72 جرام,2026-05-11,72.0,Supermarket,"Chips, Dips & Snacks",0.0
كراش مونستر بالجبنة الحارة - 70 جرام,2026-05-11,70.0,Supermarket,"Chips, Dips & Snacks",0.0
أبو عوف بريتزلز بالزعتر - 55 جم,2026-05-11,55.0,Supermarket,"Chips, Dips & Snacks",0.0
رو رقائق بطاطس مقلية بطعم الملح - 90 جم,2026-05-11,90.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس شيبسي ويفي بطعم الليمون بالكزبرة - 77 جرام,2026-05-11,77.0,Supermarket,"Chips, Dips & Snacks",0.0
رو رقائق بطاطس مقلية بطعم الملح - 55 جم,2026-05-11,55.0,Supermarket,"Chips, Dips & Snacks",0.0
فيت 20 سناكس بروتين بطعم الجبنة والهالبينو - 60 جرام,2026-05-11,20.0,Supermarket,"Chips, Dips & Snacks",0.0
فيت 20 سناكس بروتين بطعم المشويات المدخنة - 60 جرام,2026-05-11,20.0,Supermarket,"Chips, Dips & Snacks",0.0
كرات الفلفل الحلو من كراش مونستر- 70 جم,2026-05-11,70.0,Supermarket,"Chips, Dips & Snacks",0.0
شيبسي بالخل و الملح - 26 جم,2026-05-11,26.0,Supermarket,"Chips, Dips & Snacks",0.0
رو رقائق بطاطس مطبوخة بطعم الكريمة الحامضة والأعشاب - 90 جم,2026-05-11,90.0,Supermarket,"Chips, Dips & Snacks",0.0
سناكس بيك ستيكس بطعم الفراخ بالكارى الهنديه - 60 جرام,2026-05-11,60.0,Supermarket,"Chips, Dips & Snacks",0.0
رو رقائق بطاطس مقلية بطعم الجبنة الشيدر والبصل - 55 جم,2026-05-11,55.0,Supermarket,"Chips, Dips & Snacks",0.0
رو رقائق بطاطس مطبوخة بطعم الكريمة الحامضة والأعشاب - 55 جم,2026-05-11,55.0,Supermarket,"Chips, Dips & Snacks",0.0
رو رقائق بطاطس مقلية بطعم الملح والخل - 90 جم,2026-05-11,90.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس بالفلفل الحار مصنوعة يدويا هانترز جورميه - 125 جم,2026-05-11,125.0,Supermarket,"Chips, Dips & Snacks",0.0
شرائح البطاطس هانترز جورميه بطعم ملح البحر والفلفل الأسود - 40 جم,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
رو رقائق بطاطس مقلية بطعم الجبنة الشيدر والبصل - 90 جم,2026-05-11,90.0,Supermarket,"Chips, Dips & Snacks",0.0
رو رقائق بطاطس مطبوخة بطعم الهالبينو - 55 جم,2026-05-11,55.0,Supermarket,"Chips, Dips & Snacks",0.0
فيت 20 سناكس بروتين بطعم الفلفل الحلو - 60 جرام,2026-05-11,20.0,Supermarket,"Chips, Dips & Snacks",0.0
فن داي فشار بالفلفل الحلو - 25 جرام,2026-05-11,25.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس كادووه بطعم الملح - 50-60 جرام,2026-05-11,50.0,Supermarket,"Chips, Dips & Snacks",0.0
بيك رولز وجبات خفيفة من القمح بنكهة الكاتشب - 65 جرام,2026-05-11,65.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس كادووه بالكاتشب - 50-60 جم,2026-05-11,50.0,Supermarket,"Chips, Dips & Snacks",0.0
بروتين بافس فانداي بطعم الطماطم والريحان - 40 جرام,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
ناتشورز وندريز بريتزل بالباربيكيو,2026-05-11,42.0,Supermarket,"Chips, Dips & Snacks",0.0
بروتين بافس فانداي بطعم الرانش - 40 جرام,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس كادووه بطعم الملح - 20-30 جرام,2026-05-11,20.0,Supermarket,"Chips, Dips & Snacks",0.0
بروتين بافس فانداي بطعم حار نار - 40 جرام,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس كادووه بطعم الملح - 100-90 جرام,2026-05-11,100.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس كادووه بالجبنة - 20-30 جم,2026-05-11,20.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس كادووه بالخل والملح - 90-100 جم,2026-05-11,90.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس كادووه بالشطة والليمون - 90-100 جم,2026-05-11,90.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس كادووه بالجبنة - 90-100 جم,2026-05-11,90.0,Supermarket,"Chips, Dips & Snacks",0.0
ناتشرز وندرز بريتزلز بالملح - 200 جم,2026-05-11,200.0,Supermarket,"Chips, Dips & Snacks",0.0
كراكس رقائق البطاطس المطبوخة بالفلفل الحلو - 105-115 جرام,2026-05-11,105.0,Supermarket,"Chips, Dips & Snacks",0.0
بريتزل نيتشرز وندرز بنكهة الفلفل الحار والليمون - 200 جرام,2026-05-11,200.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس إيجل بالكاتشب - 150-160 جرام,2026-05-11,150.0,Supermarket,"Chips, Dips & Snacks",0.0
شرائح بطاطس ميجا بطعم الفراخ - 50 جم,2026-05-11,50.0,Supermarket,"Chips, Dips & Snacks",0.0
بطاطس ميجا شيبس - ملح - 50 جم,2026-05-11,50.0,Supermarket,"Chips, Dips & Snacks",0.0
شرائح بطاطس ميجا بطعم الكريمة الحامضة والبصل - 50 جم,2026-05-11,50.0,Supermarket,"Chips, Dips & Snacks",0.0
شرائح بطاطس ميجا بطعم الطماطم الحارة - 50 جم,2026-05-11,50.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق التورتيلا ميشن ناتشوز بطعم الباربكيو المدخن الحلو - 175 جرام,2026-05-11,175.0,Supermarket,"Chips, Dips & Snacks",0.0
بافس شيتوس حار نار - 75 جرام,2026-05-11,75.0,Supermarket,"Chips, Dips & Snacks",0.0
أبو عوف بريتزلز بالزعتر - 30 جم,2026-05-11,30.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس برينجلز بطعم الكاتشب - 165 جرام,2026-05-11,,Supermarket,"Chips, Dips & Snacks",0.0
شرائح بطاطس تايجر اكسلانس بطعم الزبادي والأعشاب,2026-05-11,15.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق فريتا المقلية بجبنة الناتشو - 40 جم,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق فريتا المقلية بملح البحر - 40 جم,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس جاغوار بنكهة الدجاج الكوري,2026-05-11,10.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق بطاطس شيبسي بطعم الفلفل الحلو,2026-05-11,15.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق فريتا المقلية بكاتشب الطماطم - 40 جم,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق فريتا المقلية بفلفل هالبينو الحار - 40 جم,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
بطاطس شيبسي رو كرنكل بطعم بيستو - 75 جم,2026-05-11,75.0,Supermarket,"Chips, Dips & Snacks",0.0
شرائح خبز الشوفان المحمصة لينو بطعم الشطة والليمون - 30 جرام,2026-05-11,20.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق فريتا المقلية بتوابل خاصة - 40 جم,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
شرائح خبز الشوفان المحمصة لينو بطعم الطماطم - 30 جرام,2026-05-11,20.0,Supermarket,"Chips, Dips & Snacks",0.0
شرائح بطاطس ميجا بطعم الفلفل التايلاندي - 50 جم,2026-05-11,50.0,Supermarket,"Chips, Dips & Snacks",0.0
حلقات الشوفان لينو بطعم الجمبري - 30 جرام,2026-05-11,30.0,Supermarket,"Chips, Dips & Snacks",0.0
شرائح بطاطس ميجا بطعم الكريمة الحامضة والجبنة - 50 جم,2026-05-11,50.0,Supermarket,"Chips, Dips & Snacks",0.0
حلقات الشوفان لينو بطعم البصل والكريمة - 30 جرام,2026-05-11,30.0,Supermarket,"Chips, Dips & Snacks",0.0
حلقات الشوفان لينو بطعم السيراتشا - 30 جرام,2026-05-11,30.0,Supermarket,"Chips, Dips & Snacks",0.0
حلقات الشوفان لينو بطعم الجبنة الشيدر - 30 جرام,2026-05-11,30.0,Supermarket,"Chips, Dips & Snacks",0.0
فشار كراكس بالطماطم - 40 جم,2026-05-11,40.0,Supermarket,"Chips, Dips & Snacks",0.0
حلقات الشوفان لينو بطعم الطماطم - 30 جرام,2026-05-11,30.0,Supermarket,"Chips, Dips & Snacks",0.0
حلقات الشوفان لينو بطعم الفلفل الحلو - 30 جرام,2026-05-11,30.0,Supermarket,"Chips, Dips & Snacks",0.0
شرائح بطاطس ميجا بطعم الكباب - 50 جم,2026-05-11,50.0,Supermarket,"Chips, Dips & Snacks",0.0
بافس بروتين معززة بالجبنة - 60 جم,2026-05-11,60.0,Supermarket,"Chips, Dips & Snacks",0.0
رقائق التورتيلا ميشن ناتشوز بطعم الشطة - 175 جرام,2026-05-11,175.0,Supermarket,"Chips, Dips & Snacks",0.0
ميزون فشار ميكروويف بالترافيل - 3 قطع - 240 جرام,2026-05-11,3.0,Supermarket,"Chips, Dips & Snacks",0.0
صلصة أولد إل باسو السميكة والغنية بالقطع - 226 جرام,2026-05-11,,Supermarket,"Chips, Dips & Snacks",0.0
سناكس فريماز باللحم والشطة - 75 جم,2026-05-11,75.0,Supermarket,"Chips, Dips & Snacks",0.0
فشار بوبز سويت آند سالتي للميكروويف - 85 جم,2026-05-11,,Supermarket,"Chips, Dips & Snacks",0.0
بيتسو فشار الميكرويف بالزبدة - 100 جرام,2026-05-11,100.0,Supermarket,"Chips, Dips & Snacks",0.0
فشار ميزون بطعم الكارميل - 90 جرام - 3 قطع,2026-05-11,90.0,Supermarket,"Chips, Dips & Snacks",0.0
فشار الميكروويف امريكان جاردن بالزبدة - 273 جرام,2026-05-11,,Supermarket,"Chips, Dips & Snacks",0.0
فشار طبيعي خفيف امريكان جاردن بالزبدة - 240 جرام,2026-05-11,,Supermarket,"Chips, Dips & Snacks",0.0
دقيق المزاج لجميع الاستخدامات - 1 كجم,2026-05-11,,Supermarket,Sugar & Home Baking,0.0
دريم كيك شيف - 23 جم,2026-05-11,23.0,Supermarket,Sugar & Home Baking,0.0
فانيليا دريم - 2جم,2026-05-11,50.0,Supermarket,Sugar & Home Baking,0.0
كوكس بيكنج بودر - 16 جم,2026-05-11,16.0,Supermarket,Sugar & Home Baking,0.0
دقيق فاخر الضحى لجميع الاستخدامات - 1 كيلو,2026-05-11,35.0,Supermarket,Sugar & Home Baking,0.0
دقيق الزعيم لجميع الأغراض - 1 كجم,2026-05-11,25.0,Supermarket,Sugar & Home Baking,0.0
نستله حليب مكثف محلى - 370 جرام,2026-05-11,370.0,Supermarket,Sugar & Home Baking,0.0
دريم كريم شانتيه - 45 جم,2026-05-11,45.0,Supermarket,Sugar & Home Baking,0.0
سكر أبيض اكوام - 1 كجم,2026-05-11,33.0,Supermarket,Sugar & Home Baking,0.0
دريم دقيق نشا الذرة - 240 جرام,2026-05-11,240.0,Supermarket,Sugar & Home Baking,0.0
دريم نكهة فانيليا بالبرتقال - 5 جم,2026-05-11,5.0,Supermarket,Sugar & Home Baking,0.0
الضحى سكر أبيض - 1 كجم,2026-05-11,17.0,Supermarket,Sugar & Home Baking,0.0
ريتش ميكس مبيض القهوة - 300 جم,2026-05-11,300.0,Supermarket,Sugar & Home Baking,0.0
سويتال سكر دايت - 50 قرص,2026-05-11,50.0,Supermarket,Sugar & Home Baking,0.0
محلى سويتال دايت - 100 كيس,2026-05-11,100.0,Supermarket,Sugar & Home Baking,0.0
أبو علي أم علي - 425 جرام,2026-05-11,425.0,Supermarket,Sugar & Home Baking,0.0
فانيليا سائلة دون لوبيز - 60 مل,2026-05-11,60.0,Supermarket,Sugar & Home Baking,0.0
كوكس خميرة جافة فورية - 10 جم,2026-05-11,10.0,Supermarket,Sugar & Home Baking,0.0
سويتال سكر ستيفيا - 50 كيش,2026-05-11,50.0,Supermarket,Sugar & Home Baking,0.0
ابو علي أم علي بالمكسرات - 175 جرام,2026-05-11,175.0,Supermarket,Sugar & Home Baking,0.0
خميرة فورية باكمايا - 450 جم,2026-05-11,450.0,Supermarket,Sugar & Home Baking,0.0
كوكس كريم شانتيه - 45 جرام,2026-05-11,45.0,Supermarket,Sugar & Home Baking,0.0
سكر بني من إمتنان - 750 جرام,2026-05-11,750.0,Supermarket,Sugar & Home Baking,0.0
ريتش ميكس مسحوق كاكاو - 100 جم,2026-05-11,100.0,Supermarket,Sugar & Home Baking,0.0
بيكنج باودر تاج الملوك - 16 جرام,2026-05-11,16.0,Supermarket,Sugar & Home Baking,0.0
فايف مينيتس كريم شانتيه بالشوكولاتة - 45 جرام,2026-05-11,45.0,Supermarket,Sugar & Home Baking,0.0
دريم مسحوق كريمة معدة للخفق - 400 جرام,2026-05-11,400.0,Supermarket,Sugar & Home Baking,0.0
سويت أند سليم سكر دايت حلاوة أكثر - 100 كيس,2026-05-11,100.0,Supermarket,Sugar & Home Baking,0.0
